company_name,country,Line_of_business,company_size,date,revenue_type,revenue_stream,currency,fiscal_year,fiscal_quarter,region,payment_method,transaction_amount,transaction_date,transaction_status,Loan_ID,loan_status,Principal_amount,terms,effective_date,due_date,paid_off_time,past_due_days,Loan_flag,product_name,product_category,product_price,quality_category,Import percentage,export percentage
Perry-Hill,Japan,Manufacturing,Medium,2004-11-17,Service Revenue,Online,USD,2018,4,Africa,Bank Transfer,973.82,1990-05-10,Pending,43f72d0f-33db-4036-beec-74180bc044e0,Approved,1724.18,53,2003-12-17,1976-06-17,1974-11-17,24,No,Blender,Household Items,473.47,Low,9.88,76.61
Oliver LLC,Lesotho,Technology,Medium,2011-05-25,Subscription,Online,USD,2022,1,Africa,Cash,7335.49,2014-09-29,Pending,5d3fe9d5-8f63-4e59-8161-7fcb1ebb4783,Rejected,41872.63,41,2022-04-25,1997-03-22,1978-01-28,12,Yes,Cabinet,Furniture,689.9,High,1.56,93.33
Walker-Olson,Japan,Retail,Small,1995-08-15,Subscription,Online,USD,2019,1,North America,Bank Transfer,7143.11,1994-12-18,Pending,61fa6fbc-0fea-4dbb-939c-9fc4692017b1,Pending,44967.25,43,1971-08-10,2012-06-19,1999-04-06,29,No,Iron,Household Items,960.7,High,83.59,74.36
Marshall-Cameron,Tuvalu,Technology,Small,1973-05-16,Product Sales,Offline,USD,2022,2,Asia,Bank Transfer,5744.67,2006-04-30,Completed,d793de0c-2da6-4060-8f15-6e4bd8a9b75f,Pending,50462.55,35,1971-09-09,1995-11-11,1999-02-20,11,No,Table,Furniture,673.79,Medium,71.17,17.4
Jones Group,Tuvalu,Manufacturing,Large,2000-02-25,Product Sales,Online,USD,2022,1,Australia,Cash,6770.55,2015-10-20,Pending,22be8d0c-08a8-4fbf-bd7b-feff8339dfd4,Pending,86088.29,40,2011-09-21,1991-10-31,1978-11-08,14,Yes,Cabinet,Furniture,689.9,High,24.47,81.59
"Hanson, Estrada and Nguyen",Saint Barthelemy,Retail,Small,1995-12-28,Subscription,Online,USD,2021,1,North America,PayPal,7530.54,1997-01-14,Failed,6a7410cd-1020-4a39-b328-d58607a60bca,Rejected,41075.57,43,2015-01-14,1976-05-11,2019-10-21,18,No,Shoes,Clothing,492.37,Low,81.41,91.86
"Hanson, Estrada and Nguyen",Tuvalu,Technology,Large,1991-08-08,Subscription,Online,USD,2022,3,Asia,Cash,6499.69,1971-12-07,Completed,a8db4c2a-aeb2-4fc3-8df3-cd57370cc885,Rejected,7364.36,10,1979-04-02,1977-10-07,1974-11-01,13,No,Novel,Books,85.64,Low,31.52,73.69
"Avila, King and Ingram",Pakistan,Finance,Large,1997-09-16,Service Revenue,Offline,USD,2022,1,Africa,Bank Transfer,2676.52,1997-08-18,Completed,1191a7f6-ed40-415a-b190-10313601d95e,Approved,73683.32,34,1976-10-16,2005-09-07,2024-10-02,14,No,Sofa,Furniture,159.31,Low,54.69,76.58
"Avila, King and Ingram",Tonga,Technology,Large,2020-02-23,Subscription,Online,USD,2020,2,Europe,Cash,148.34,1983-06-29,Pending,b269b613-7d11-4bf0-a8a3-ff62a95c45f4,Rejected,82963.53,24,1984-07-31,2002-10-15,1973-07-29,14,No,Iron,Household Items,960.7,Medium,54.73,10.7
"Hanson, Estrada and Nguyen",Tonga,Manufacturing,Large,2011-08-10,Product Sales,Online,USD,2018,4,Africa,PayPal,5520.88,1980-04-20,Pending,0e2575e5-321b-440d-a9ed-3eba6d84c99a,Approved,27506.69,29,2005-01-12,1996-02-25,2005-12-28,14,No,Smartphone,Electronics,606.35,Medium,78.39,84.34
Vasquez Group,Pakistan,Technology,Medium,1979-08-14,Product Sales,Online,USD,2021,1,Asia,PayPal,2376.31,1989-12-12,Pending,e0da9e15-46d8-498c-bea6-e45bf80593e2,Pending,3443.27,19,2011-11-01,1973-04-02,1989-04-01,28,Yes,Microwave,Household Items,459.28,Medium,21.33,59.58
Oliver LLC,Tonga,Finance,Small,1983-03-04,Service Revenue,Online,USD,2019,1,Africa,Credit Card,3771.07,2018-11-02,Pending,13f887c2-c921-4a39-8f64-5aca031e0d92,Rejected,46688.49,2,1975-08-08,2015-01-06,1986-06-16,24,Yes,Smartphone,Electronics,606.35,High,94.73,9.42
Oliver LLC,Gambia,Technology,Medium,1992-05-01,Product Sales,Offline,USD,2022,1,North America,Cash,6775.58,2000-05-12,Failed,a765fc55-81a7-4707-a115-107644cb32cb,Rejected,85103.88,60,2024-01-22,2018-08-07,2022-02-09,2,No,Textbook,Books,222.95,Low,46.75,92.52
Walker-Olson,Gambia,Retail,Large,1979-07-09,Subscription,Offline,USD,2021,1,Asia,Cash,3021.03,1987-06-02,Pending,58f23b1d-53dc-4508-a15f-1c855e3de659,Pending,38292.69,1,2001-12-04,1974-09-01,1973-07-31,9,Yes,Iron,Household Items,960.7,Low,32.67,46.04
Walker-Olson,Tonga,Technology,Medium,2014-05-14,Product Sales,Offline,USD,2019,1,Europe,PayPal,4069.96,2004-08-08,Pending,3fd9b2f5-16dd-4ced-97a2-95a860368c97,Rejected,82038.39,10,2004-06-13,1996-01-06,1979-11-28,15,Yes,Headphones,Electronics,506.47,Medium,87.84,93.54
Taylor Group,Tuvalu,Finance,Medium,1981-11-19,Product Sales,Online,USD,2020,2,Asia,PayPal,541.48,2005-08-29,Completed,d4ae4500-68a8-4368-924f-6e65618c6484,Rejected,67137.71,36,1991-02-08,1979-11-05,2008-08-05,8,Yes,Cabinet,Furniture,689.9,Medium,89.32,68.15
Oliver LLC,South Georgia and the South Sandwich Islands,Healthcare,Large,1974-08-29,Service Revenue,Online,USD,2021,3,Africa,Credit Card,697.28,1983-10-04,Failed,d8d3fb72-bc42-4d3a-8b02-927e2965f074,Pending,42055.51,58,1973-07-16,2012-05-13,2001-03-15,26,No,Table,Furniture,673.79,High,90.01,58.87
Marshall-Cameron,South Georgia and the South Sandwich Islands,Healthcare,Small,2000-12-14,Product Sales,Offline,USD,2018,1,North America,Credit Card,2436.5,1995-10-02,Pending,c3babef2-bcbe-4523-9427-2593340ee4dd,Rejected,7127.21,31,1994-02-02,1996-06-09,1974-06-14,15,No,Comic,Books,465.59,Medium,28.27,89.8
Perry-Hill,Japan,Retail,Large,1971-04-06,Product Sales,Online,USD,2020,2,Australia,Credit Card,1298.68,2000-10-31,Pending,4b7eafbc-568d-44e2-ab40-67f1f0411686,Approved,32189.46,39,1981-12-28,2005-10-10,1978-07-13,17,No,Vacuum,Household Items,197.2,High,99.05,93.19
Walker-Olson,Tuvalu,Technology,Small,1970-08-19,Service Revenue,Offline,USD,2019,1,North America,Cash,2081.13,1986-08-26,Failed,da218200-8ed8-42af-a877-9cd6eef8020a,Approved,34435.17,33,2021-07-01,2017-04-16,1998-05-18,9,No,Camera,Electronics,546.92,High,24.66,79.59
Vasquez Group,Pakistan,Retail,Small,2023-05-24,Subscription,Offline,USD,2020,3,Europe,PayPal,7025.5,2023-02-05,Pending,f5628f3a-8728-4adb-b6d4-cb9736e3ca02,Rejected,5625.18,12,2018-12-06,1998-06-26,2013-08-16,12,Yes,Textbook,Books,222.95,Medium,88.05,32.61
Vasquez Group,Japan,Technology,Small,2006-03-04,Subscription,Online,USD,2022,1,Asia,PayPal,7578.89,1989-04-25,Pending,67511b01-03c5-4615-8d73-50698c59bdf6,Approved,12064.15,25,1983-08-08,2008-01-17,1982-07-17,29,Yes,Vacuum,Household Items,197.2,Low,69.93,75.63
"Hanson, Estrada and Nguyen",Lesotho,Manufacturing,Large,2009-10-23,Service Revenue,Online,USD,2022,4,North America,Cash,3066.1,2020-03-09,Failed,5226d057-5255-4576-9b13-a59a0d035034,Rejected,21189.53,38,1978-11-21,2004-11-05,1972-03-14,19,No,Shirt,Clothing,359.27,High,2.14,63.78
Taylor Group,Gambia,Manufacturing,Medium,1987-06-05,Product Sales,Online,USD,2019,2,North America,Cash,4230.4,1975-11-18,Completed,ad107b1a-b89c-4872-b957-d69774e444cc,Approved,80581.59,17,1995-03-03,1970-08-07,2017-12-07,18,Yes,Toaster,Household Items,991.8,High,99.61,94.25
"Avila, King and Ingram",Gambia,Healthcare,Small,2013-04-30,Product Sales,Offline,USD,2019,3,Australia,Cash,2121.1,2011-03-02,Completed,a5e56382-a8f8-4bf0-9f93-28259d1f7513,Rejected,28583.74,58,2024-03-20,2005-05-09,1971-09-12,5,No,Camera,Electronics,546.92,High,32.4,91.67
Jones Group,Tonga,Technology,Large,2013-10-25,Product Sales,Offline,USD,2019,3,Asia,Bank Transfer,3516.28,2012-12-20,Completed,5a680f7d-1f3c-47e3-baa9-0a494896a01e,Rejected,28936.2,39,1979-07-10,2002-03-10,2021-06-25,27,No,Jacket,Clothing,100.32,High,17.89,67.1
Marshall-Cameron,Pakistan,Finance,Small,1989-03-13,Subscription,Offline,USD,2019,3,North America,Bank Transfer,6533.86,1983-02-22,Pending,65f1b3d3-fc02-4747-a8eb-1432b198841f,Pending,80147.45,40,2023-08-01,1978-02-09,1999-08-29,29,No,Vacuum,Household Items,197.2,High,34.7,13.95
Luna-Brewer,Japan,Retail,Small,2019-09-04,Subscription,Offline,USD,2021,1,Africa,Cash,3499.22,1998-10-18,Completed,35e8ebf0-bfd3-442e-a332-df152aceb0e1,Pending,27851.29,10,1992-08-08,2006-01-14,2018-03-15,19,No,Sofa,Furniture,159.31,Low,86.42,96.46
"Hanson, Estrada and Nguyen",Lesotho,Finance,Small,2019-07-02,Subscription,Online,USD,2021,3,North America,Cash,5879.22,2005-05-04,Pending,7a172782-38c1-48f8-8cdd-6510b9654575,Pending,67934.76,34,1994-10-21,1976-04-04,2019-08-09,22,No,Laptop,Electronics,13.46,High,5.82,72.13
"Avila, King and Ingram",Maldives,Retail,Small,1972-08-09,Product Sales,Online,USD,2020,3,North America,Bank Transfer,7197.19,1989-12-18,Failed,4f0604af-bb77-4b1a-b6fb-a0c8d4e0146e,Pending,71212.96,2,2011-05-25,2009-08-05,2023-03-29,15,Yes,Chair,Furniture,881.54,Medium,98.45,89.69
Jones Group,Tuvalu,Healthcare,Small,1975-08-14,Product Sales,Offline,USD,2021,1,Africa,PayPal,6961.35,1985-07-05,Completed,deaaf945-27f1-4b1f-8d89-dc47d10be714,Approved,45110.14,41,1982-02-12,2015-08-06,2003-12-05,16,Yes,Textbook,Books,222.95,Medium,47.22,51.71
Marshall-Cameron,Lesotho,Technology,Large,2012-03-24,Product Sales,Offline,USD,2021,2,Australia,Bank Transfer,3633.93,2005-09-09,Completed,531f1aa5-8fb4-4e3e-8ecd-e3704a73afa9,Rejected,10184.89,25,2017-06-03,1996-07-07,1995-04-18,5,Yes,Chair,Furniture,881.54,High,82.17,78.42
Luna-Brewer,Lesotho,Finance,Large,2013-08-08,Subscription,Online,USD,2023,2,North America,Bank Transfer,9501.22,1971-06-26,Failed,f38b55ae-bf8d-4938-a474-8a12446998ee,Rejected,9566.53,55,2023-02-14,2015-09-10,1988-09-12,10,No,Manual,Books,158.13,Medium,14.07,58.07
Luna-Brewer,Gambia,Manufacturing,Large,1974-12-20,Subscription,Offline,USD,2022,2,Australia,Cash,1693.37,1991-08-15,Failed,8e6941e8-a6ad-4712-90d4-a8258d3c116a,Approved,66420.11,8,2022-10-04,1992-07-22,1971-10-23,1,Yes,Table,Furniture,673.79,Low,15.37,60.12
Perry-Hill,Japan,Healthcare,Large,2009-04-19,Subscription,Offline,USD,2023,3,Europe,PayPal,1772.03,1987-01-28,Pending,ab071f3d-564a-4610-ad47-2230d886a705,Approved,70727.07,41,2016-03-03,2003-04-08,2015-04-13,26,Yes,Smartphone,Electronics,606.35,High,19.69,14.65
"Avila, King and Ingram",Croatia,Healthcare,Large,1985-11-26,Product Sales,Offline,USD,2019,1,Asia,Cash,473.33,1972-05-16,Completed,5f19f6fb-18b6-4671-b84d-d5b7e522f0df,Rejected,42873.91,57,1977-06-26,1986-05-04,1986-01-31,30,No,Cabinet,Furniture,689.9,Medium,28.67,83.19
Oliver LLC,Tuvalu,Healthcare,Large,1984-09-18,Subscription,Offline,USD,2019,2,Australia,Bank Transfer,6394.58,1985-12-24,Pending,0cbc8f37-afb6-4805-ab95-19ff18adcc41,Pending,8368.34,60,1983-08-23,1991-12-18,2005-11-05,0,No,Manual,Books,158.13,High,10.18,81.28
Jones Group,Gambia,Healthcare,Large,1989-11-10,Subscription,Offline,USD,2018,3,North America,Cash,1232.77,2012-09-24,Completed,2638fb07-b5ec-4688-85c5-a8f55051d548,Approved,89914.06,10,1976-07-21,2013-08-12,1978-06-21,3,No,Tablet,Electronics,447.82,Medium,28.81,52.82
"Avila, King and Ingram",Maldives,Technology,Large,2000-07-17,Service Revenue,Offline,USD,2022,1,North America,Credit Card,4120.14,1973-10-20,Completed,4b0d98b5-0a30-457e-985c-bbccc536bd34,Rejected,2389.2,14,1972-06-07,1982-03-17,2006-08-24,11,No,Comic,Books,465.59,High,48.51,13.7
Luna-Brewer,Croatia,Healthcare,Large,1973-10-21,Subscription,Offline,USD,2021,2,Europe,Cash,9772.76,2024-04-29,Pending,9abfe486-9080-418d-a73c-2fe4ae8a9b70,Pending,10451.43,38,2024-01-27,2004-06-04,2007-05-15,16,No,Textbook,Books,222.95,High,35.5,13.83
Vasquez Group,Tuvalu,Finance,Medium,1990-08-15,Service Revenue,Offline,USD,2020,2,North America,Cash,8422.13,1985-09-30,Completed,c2dae751-be1d-4f46-b434-e13552d733cc,Pending,3063.64,40,1971-09-02,2015-12-13,1975-09-08,25,No,Shirt,Clothing,359.27,High,82.18,27.79
Jones Group,Maldives,Technology,Medium,1973-06-27,Service Revenue,Online,USD,2022,2,Africa,Bank Transfer,8853.28,2007-03-11,Pending,da565d9b-a5fb-4610-b9c6-c724c22859c3,Pending,84523.24,48,2011-01-19,1979-02-28,1978-11-05,21,Yes,Blender,Household Items,473.47,Low,81.46,91.44
"Avila, King and Ingram",Tonga,Healthcare,Medium,1990-07-10,Service Revenue,Online,USD,2018,1,Asia,PayPal,3786.42,1976-07-30,Failed,e8cc0691-d211-419f-9bed-41f1a9073a5b,Pending,58339.6,6,1982-10-06,1981-08-29,1994-05-25,0,No,Table,Furniture,673.79,Medium,71.42,10.89
"Avila, King and Ingram",Pakistan,Technology,Medium,1982-12-24,Subscription,Online,USD,2018,1,Australia,Bank Transfer,7698.37,1973-01-17,Failed,c76c920f-127b-4fed-b08c-377178c00388,Rejected,45271.03,32,1987-06-11,2021-10-13,1981-01-06,9,Yes,Pants,Clothing,492.67,Low,87.11,57.16
"Avila, King and Ingram",Japan,Finance,Medium,2013-02-18,Subscription,Offline,USD,2018,3,Europe,Credit Card,1773.34,1970-02-06,Failed,fbb25e36-0ec8-4097-9301-942bfbb7c4b2,Pending,51252.97,55,1995-07-20,1990-04-10,1972-05-31,28,No,Vacuum,Household Items,197.2,High,93.97,4.83
"Hanson, Estrada and Nguyen",Saint Barthelemy,Technology,Large,1995-11-15,Service Revenue,Offline,USD,2018,4,Asia,PayPal,1781.88,1976-12-13,Completed,ec895fca-c75f-419e-adba-9a4e784febd1,Pending,88909.91,4,2004-07-26,1997-03-31,1972-12-30,8,Yes,Pants,Clothing,492.67,High,54.23,26.41
"Avila, King and Ingram",Saint Barthelemy,Retail,Large,2007-03-09,Product Sales,Online,USD,2018,4,Africa,PayPal,6143.68,2002-09-11,Pending,7fca79f5-223a-4cba-8585-31e80a427d96,Pending,43331.55,6,1987-08-26,1972-02-25,2012-05-03,18,No,Magazine,Books,626.2,Low,80.41,78.18
"Avila, King and Ingram",Maldives,Retail,Small,2010-08-29,Subscription,Offline,USD,2023,3,Asia,PayPal,3570.02,2011-09-28,Completed,f0edc378-2855-49b8-9ee1-be903e7ee113,Pending,19251.62,60,2020-12-15,1973-08-10,1978-02-10,1,No,Camera,Electronics,546.92,Low,46.81,81.34
Taylor Group,Tonga,Retail,Small,1992-04-11,Product Sales,Online,USD,2018,1,Asia,PayPal,6164.44,2003-07-17,Failed,f8ae9e39-fe94-4225-bf6b-e55436deb85a,Approved,4307.95,14,1996-05-29,1972-07-28,2012-02-29,27,Yes,Manual,Books,158.13,High,19.33,42.0
Perry-Hill,Maldives,Manufacturing,Large,1973-11-15,Product Sales,Offline,USD,2019,2,Asia,PayPal,2792.06,2010-02-22,Failed,0ff39709-2981-4661-9b6c-fdfa47560754,Rejected,51926.99,25,2015-02-08,1985-03-28,1982-02-26,1,Yes,Comic,Books,465.59,High,52.32,82.49
Vasquez Group,Maldives,Manufacturing,Large,2003-06-21,Product Sales,Offline,USD,2023,2,North America,Cash,2746.41,2014-03-26,Completed,aa23ccf3-0d7e-4f4d-9be8-08d866217d7f,Rejected,44332.07,43,2020-05-02,1985-08-02,1998-12-11,28,Yes,Smartphone,Electronics,606.35,Low,97.07,38.19
Luna-Brewer,Maldives,Retail,Medium,1985-08-15,Service Revenue,Online,USD,2020,1,Europe,Bank Transfer,3099.31,1982-06-12,Failed,8c0934e4-d369-4232-8f00-23e72f4f7b70,Pending,3542.29,16,1973-04-16,1997-11-27,2010-12-20,1,Yes,Bed,Furniture,931.86,High,27.52,9.05
"Avila, King and Ingram",Saint Barthelemy,Manufacturing,Medium,1982-09-30,Subscription,Offline,USD,2019,3,Australia,PayPal,736.15,2013-10-28,Completed,f82bdf9f-c6f9-4bc7-b120-598de9755abb,Rejected,77013.01,45,1984-09-22,1975-06-27,2015-03-10,13,Yes,Iron,Household Items,960.7,Low,39.57,59.83
Luna-Brewer,Gambia,Retail,Medium,1990-12-10,Service Revenue,Offline,USD,2023,2,Africa,PayPal,803.92,1992-12-25,Pending,dd8f0c99-0b89-421a-a239-7ab21bd57d66,Approved,83000.01,17,2020-10-03,2006-10-12,2020-12-29,4,Yes,Jacket,Clothing,100.32,High,45.05,17.82
Oliver LLC,Maldives,Healthcare,Medium,1971-09-26,Product Sales,Online,USD,2019,4,Europe,PayPal,4008.96,1978-02-22,Pending,e8ffe27c-784d-4101-a0b1-d13366d2f760,Pending,83764.42,5,1992-02-16,2010-04-17,1982-04-12,21,No,Cabinet,Furniture,689.9,Medium,49.1,7.91
Marshall-Cameron,Japan,Manufacturing,Medium,1985-11-28,Product Sales,Online,USD,2021,2,Europe,Cash,971.12,1993-11-07,Completed,eeae95a1-d65d-405d-8a7f-13969264bfc9,Approved,43765.55,3,2000-01-29,1972-10-11,2019-04-11,26,No,Laptop,Electronics,13.46,High,67.61,15.03
Marshall-Cameron,Gambia,Retail,Large,2023-01-19,Subscription,Offline,USD,2018,4,Australia,PayPal,3449.31,1996-01-26,Completed,d56cf3e0-1f33-4ad3-967c-68858b6a9fb6,Rejected,28391.31,4,1973-11-05,1992-12-19,2004-11-25,3,No,Toaster,Household Items,991.8,Medium,89.84,23.04
Vasquez Group,Pakistan,Manufacturing,Small,2014-05-03,Product Sales,Online,USD,2020,3,Australia,Credit Card,9437.47,2014-09-01,Failed,a4f501af-d005-4bd1-9c37-5a6a48a89736,Approved,57358.14,1,1985-08-22,1972-10-05,1990-06-06,27,No,Manual,Books,158.13,Medium,80.35,49.21
"Avila, King and Ingram",Saint Barthelemy,Healthcare,Medium,1984-09-15,Service Revenue,Offline,USD,2021,1,Asia,PayPal,4443.99,2012-02-14,Completed,3c1afb53-7676-4386-bcd2-eff5149b133e,Approved,78480.65,6,2006-04-15,1990-12-09,2010-11-05,19,No,Novel,Books,85.64,Medium,0.98,2.17
Walker-Olson,Gambia,Retail,Large,1985-11-16,Subscription,Offline,USD,2020,1,Europe,Credit Card,8345.06,2015-12-29,Pending,69d9c8a2-d6c8-417f-889c-5ca159666fcc,Approved,19773.7,9,1973-02-14,1994-02-04,2008-08-28,14,Yes,Comic,Books,465.59,Low,45.17,97.44
Vasquez Group,Japan,Healthcare,Medium,1977-06-16,Product Sales,Online,USD,2018,4,Australia,Credit Card,3986.42,1971-01-21,Completed,302cbc88-90b4-4fa4-b9eb-11e4346a8f6e,Pending,11794.7,10,2012-11-11,1971-08-07,2011-04-02,16,No,Smartphone,Electronics,606.35,Low,90.61,37.36
Taylor Group,Maldives,Technology,Small,2011-01-21,Subscription,Online,USD,2018,1,Europe,Bank Transfer,8335.78,2017-11-04,Completed,cbb84f27-02df-4ca2-9081-72499fdc8dc4,Approved,89592.14,49,2006-08-12,2022-03-04,1991-09-28,24,No,Tablet,Electronics,447.82,Low,36.11,75.05
Jones Group,Maldives,Retail,Large,1979-07-27,Service Revenue,Online,USD,2018,1,Africa,PayPal,6773.68,1995-02-06,Failed,34b1623b-af22-4920-abea-2259688d959b,Pending,86127.63,30,1997-10-26,2015-08-21,1979-10-24,0,No,Magazine,Books,626.2,Low,61.45,93.59
Oliver LLC,South Georgia and the South Sandwich Islands,Healthcare,Small,2006-12-17,Service Revenue,Offline,USD,2019,3,Africa,Bank Transfer,3638.03,1976-12-30,Completed,076eeb6d-883c-4d3b-98a8-cf7ec4d4bbea,Approved,61778.46,35,1982-05-24,2017-02-26,1990-06-21,7,Yes,Magazine,Books,626.2,Low,21.79,38.64
Luna-Brewer,Tuvalu,Retail,Large,2016-11-20,Product Sales,Online,USD,2023,2,Australia,PayPal,8533.74,2001-04-24,Failed,2f3054c8-6527-46cf-96b7-a1e49d05209c,Rejected,35729.54,47,2017-05-07,1992-10-11,1970-11-10,13,Yes,Novel,Books,85.64,Low,10.58,27.88
Jones Group,Tonga,Manufacturing,Small,1974-06-04,Service Revenue,Online,USD,2018,3,Europe,Credit Card,4927.07,2006-06-17,Completed,3d4e58ff-8d20-4e13-9566-013ec2a46067,Rejected,25162.61,1,1992-10-11,2018-04-15,1983-10-10,1,No,Iron,Household Items,960.7,Medium,63.91,54.59
Oliver LLC,Croatia,Technology,Large,1992-05-07,Subscription,Online,USD,2023,1,Australia,PayPal,9664.38,2004-12-24,Pending,6559e467-c643-4fc0-9551-63017517aa98,Approved,39498.03,14,1988-06-10,1995-09-01,1993-06-11,22,Yes,Iron,Household Items,960.7,Medium,96.5,5.83
Perry-Hill,Tonga,Manufacturing,Medium,2006-08-18,Subscription,Online,USD,2020,2,Europe,Credit Card,2763.9,1981-10-12,Pending,c1a42494-b0db-4cd8-a541-9a778a493183,Pending,34229.82,43,2005-10-18,2004-02-03,2007-12-23,3,No,Shirt,Clothing,359.27,Medium,83.12,92.75
Oliver LLC,Tuvalu,Manufacturing,Medium,1984-08-18,Subscription,Online,USD,2020,1,Europe,Cash,4886.36,1975-12-10,Completed,2fdd33b7-8046-4901-9d25-637beaf208e0,Approved,14090.09,23,2015-04-27,1991-07-06,1975-10-06,12,No,Novel,Books,85.64,Medium,45.5,60.73
Oliver LLC,Lesotho,Retail,Small,1973-12-18,Product Sales,Online,USD,2018,4,Europe,PayPal,9901.22,1999-04-07,Failed,05fb98dc-8b82-4371-8416-b43d60ac3856,Rejected,29469.36,50,1978-09-25,2012-03-15,2005-03-26,2,Yes,Shoes,Clothing,492.37,Low,42.41,83.94
Marshall-Cameron,Saint Barthelemy,Retail,Small,1982-09-06,Subscription,Offline,USD,2022,3,North America,Credit Card,6785.73,2009-07-07,Failed,2ea7f47d-a25d-45ef-a6fe-8a1940407aa2,Approved,81495.01,6,1981-05-12,2004-07-26,2024-10-25,21,Yes,Blender,Household Items,473.47,Medium,46.16,77.28
"Avila, King and Ingram",Maldives,Finance,Small,1982-04-09,Product Sales,Online,USD,2021,1,North America,Credit Card,7865.53,1984-04-01,Completed,92c420f7-e16d-4f66-a1c9-117bd1a68be5,Approved,92673.92,29,2014-10-25,2000-02-03,1977-10-22,22,Yes,Iron,Household Items,960.7,High,9.99,7.53
"Avila, King and Ingram",Maldives,Manufacturing,Large,1977-01-10,Service Revenue,Offline,USD,2018,2,Australia,Cash,2390.81,1987-03-15,Failed,8e450bf6-62de-4cd9-ae09-49e411cf33d7,Rejected,99344.04,55,1979-08-14,1978-03-26,2001-08-16,22,Yes,Sofa,Furniture,159.31,Medium,91.3,13.34
Vasquez Group,Tonga,Healthcare,Medium,1975-05-07,Product Sales,Offline,USD,2022,2,Europe,Cash,8713.93,2008-09-24,Completed,0433b050-edac-4c54-ae18-9b6b3d15d58c,Approved,18168.61,29,1989-07-28,1992-05-07,2008-10-06,23,No,Tablet,Electronics,447.82,High,3.37,13.62
Walker-Olson,Maldives,Healthcare,Small,1996-05-24,Subscription,Offline,USD,2020,3,Europe,PayPal,6144.72,1999-03-03,Pending,0115be7f-4a00-4d30-92ca-8918a8d5a2b0,Approved,72726.28,40,1983-01-14,2011-05-16,1978-06-08,12,No,Sofa,Furniture,159.31,Medium,49.81,47.74
"Hanson, Estrada and Nguyen",Japan,Finance,Small,1999-05-12,Service Revenue,Offline,USD,2018,2,Asia,Bank Transfer,4349.26,1998-03-05,Completed,2e5f8894-674c-48a0-b26b-eea111574e59,Rejected,48266.36,6,1999-12-13,1985-08-13,1996-06-06,1,Yes,Comic,Books,465.59,High,60.83,2.15
Marshall-Cameron,Lesotho,Healthcare,Medium,2005-07-02,Service Revenue,Offline,USD,2020,2,Europe,PayPal,2302.82,2023-07-01,Failed,e595e944-1087-4141-8186-5093bb81d635,Pending,93597.96,13,2009-05-05,1998-11-21,1973-02-03,10,No,Pants,Clothing,492.67,Medium,75.34,61.95
"Hanson, Estrada and Nguyen",Croatia,Retail,Large,2015-11-16,Product Sales,Online,USD,2023,1,Europe,Bank Transfer,5842.22,1993-09-04,Pending,0d6d130e-26f6-41ee-9935-a8080b5e13fc,Approved,5746.56,43,1986-11-02,1980-11-26,2014-03-13,10,Yes,Shoes,Clothing,492.37,High,51.43,78.32
"Hanson, Estrada and Nguyen",Tuvalu,Retail,Small,1995-05-18,Service Revenue,Offline,USD,2023,2,Africa,Credit Card,1265.47,1972-12-07,Completed,8be6ab3e-e98a-474d-99ed-f2bdc9a09d7d,Rejected,26591.85,49,2009-12-19,1990-10-24,1995-11-20,23,Yes,Magazine,Books,626.2,Low,4.57,60.17
Oliver LLC,Tonga,Healthcare,Small,2016-12-14,Product Sales,Online,USD,2018,1,North America,Credit Card,4626.0,1976-11-30,Pending,9dcdc182-2a9c-492b-8e89-525ef65099c4,Rejected,29566.92,18,2022-01-24,2000-11-02,2023-06-05,24,No,Textbook,Books,222.95,Medium,64.95,65.09
Luna-Brewer,Tuvalu,Retail,Small,1988-06-11,Product Sales,Online,USD,2020,2,Africa,PayPal,5675.86,2017-04-27,Pending,a4988f2d-2fa8-4467-8d2f-f8e1fadc34ce,Approved,90334.26,57,2002-01-06,1997-03-19,2003-12-03,0,No,Toaster,Household Items,991.8,Low,67.3,82.34
Taylor Group,Gambia,Technology,Medium,1971-07-12,Subscription,Online,USD,2021,3,Africa,Credit Card,2901.01,1996-12-29,Failed,38f14a69-b67e-4f26-96aa-3f223b7f5022,Approved,20007.04,17,2004-08-23,1999-02-24,1993-05-28,30,No,Microwave,Household Items,459.28,High,52.43,10.51
